score,time_step
42.0,7907
16.0,7923
13.0,7936
15.0,7951
18.0,7969
34.0,8003
18.0,8021
24.0,8045
131.0,8176
22.0,8198
26.0,8224
11.0,8235
16.0,8251
104.0,8355
27.0,8382
14.0,8396
99.0,8495
15.0,8510
19.0,8529
38.0,8567
172.0,8739
14.0,8753
38.0,8791
10.0,8801
15.0,8816
134.0,8950
46.0,8996
28.0,9024
15.0,9039
24.0,9063
186.0,9249
13.0,9262
14.0,9276
14.0,9290
12.0,9302
15.0,9317
27.0,9344
15.0,9359
37.0,9396
26.0,9422
24.0,9446
21.0,9467
15.0,9482
19.0,9501
14.0,9515
84.0,9599
19.0,9618
56.0,9674
13.0,9687
45.0,9732
25.0,9757
14.0,9771
14.0,9785
23.0,9808
53.0,9861
37.0,9898
58.0,9956
15.0,9971
67.0,10038
21.0,10059
132.0,10191
12.0,10203
76.0,10279
75.0,10354
151.0,10505
114.0,10619
394.0,11013
20.0,11033
27.0,11060
18.0,11078
17.0,11095
77.0,11172
14.0,11186
34.0,11220
175.0,11395
130.0,11525
17.0,11542
38.0,11580
31.0,11611
86.0,11697
28.0,11725
15.0,11740
14.0,11754
271.0,12025
43.0,12068
145.0,12213
14.0,12227
28.0,12255
62.0,12317
40.0,12357
40.0,12397
12.0,12409
15.0,12424
11.0,12435
20.0,12455
115.0,12570
11.0,12581
19.0,12600
43.0,12643
59.0,12702
60.0,12762
243.0,13005
16.0,13021
43.0,13064
284.0,13348
141.0,13489
90.0,13579
200.0,13779
18.0,13797
253.0,14050
111.0,14161
42.0,14203
29.0,14232
117.0,14349
58.0,14407
121.0,14528
17.0,14545
11.0,14556
138.0,14694
27.0,14721
210.0,14931
145.0,15076
256.0,15332
145.0,15477
108.0,15585
229.0,15814
130.0,15944
116.0,16060
20.0,16080
239.0,16319
141.0,16460
238.0,16698
172.0,16870
130.0,17000
141.0,17141
138.0,17279
134.0,17413
169.0,17582
18.0,17600
233.0,17833
341.0,18174
157.0,18331
15.0,18346
142.0,18488
264.0,18752
268.0,19020
364.0,19384
238.0,19622
225.0,19847
252.0,20099
249.0,20348
223.0,20571
269.0,20840
317.0,21157
137.0,21294
136.0,21430
146.0,21576
139.0,21715
136.0,21851
231.0,22082
152.0,22234
147.0,22381
142.0,22523
133.0,22656
140.0,22796
138.0,22934
153.0,23087
139.0,23226
137.0,23363
131.0,23494
131.0,23625
139.0,23764
139.0,23903
146.0,24049
148.0,24197
143.0,24340
180.0,24520
222.0,24742
211.0,24953
448.0,25401
177.0,25578
402.0,25980
374.0,26354
491.0,26845
500.0,27345
500.0,27845
500.0,28345
500.0,28845
500.0,29345
500.0,29845
500.0,30345
500.0,30845
500.0,31345
500.0,31845
500.0,32345
500.0,32845
500.0,33345
500.0,33845
500.0,34345
500.0,34845
188.0,35033
139.0,35172
148.0,35320
175.0,35495
500.0,35995
500.0,36495
500.0,36995
13.0,37008
500.0,37508
180.0,37688
184.0,37872
158.0,38030
171.0,38201
174.0,38375
500.0,38875
500.0,39375
291.0,39666
334.0,40000
