score,time_step
53.0,6168
59.0,6227
15.0,6242
14.0,6256
68.0,6324
14.0,6338
55.0,6393
14.0,6407
9.0,6416
21.0,6437
16.0,6453
132.0,6585
13.0,6598
10.0,6608
14.0,6622
43.0,6665
18.0,6683
17.0,6700
15.0,6715
11.0,6726
18.0,6744
70.0,6814
104.0,6918
27.0,6945
44.0,6989
17.0,7006
63.0,7069
60.0,7129
32.0,7161
36.0,7197
56.0,7253
12.0,7265
30.0,7295
62.0,7357
22.0,7379
14.0,7393
16.0,7409
17.0,7426
15.0,7441
14.0,7455
99.0,7554
58.0,7612
16.0,7628
52.0,7680
26.0,7706
115.0,7821
31.0,7852
22.0,7874
35.0,7909
119.0,8028
68.0,8096
76.0,8172
82.0,8254
24.0,8278
23.0,8301
14.0,8315
24.0,8339
70.0,8409
79.0,8488
103.0,8591
11.0,8602
60.0,8662
17.0,8679
33.0,8712
13.0,8725
61.0,8786
14.0,8800
22.0,8822
11.0,8833
16.0,8849
15.0,8864
228.0,9092
20.0,9112
38.0,9150
42.0,9192
71.0,9263
88.0,9351
27.0,9378
43.0,9421
44.0,9465
103.0,9568
115.0,9683
213.0,9896
51.0,9947
62.0,10009
18.0,10027
43.0,10070
30.0,10100
65.0,10165
12.0,10177
129.0,10306
59.0,10365
22.0,10387
29.0,10416
132.0,10548
88.0,10636
28.0,10664
149.0,10813
16.0,10829
12.0,10841
90.0,10931
84.0,11015
17.0,11032
30.0,11062
13.0,11075
69.0,11144
66.0,11210
104.0,11314
184.0,11498
19.0,11517
138.0,11655
162.0,11817
91.0,11908
213.0,12121
225.0,12346
31.0,12377
248.0,12625
33.0,12658
54.0,12712
122.0,12834
12.0,12846
77.0,12923
13.0,12936
19.0,12955
41.0,12996
106.0,13102
118.0,13220
16.0,13236
110.0,13346
49.0,13395
14.0,13409
111.0,13520
56.0,13576
16.0,13592
24.0,13616
15.0,13631
145.0,13776
226.0,14002
123.0,14125
120.0,14245
215.0,14460
109.0,14569
104.0,14673
10.0,14683
221.0,14904
225.0,15129
234.0,15363
28.0,15391
259.0,15650
253.0,15903
287.0,16190
131.0,16321
16.0,16337
245.0,16582
45.0,16627
282.0,16909
242.0,17151
277.0,17428
26.0,17454
242.0,17696
224.0,17920
227.0,18147
245.0,18392
259.0,18651
272.0,18923
234.0,19157
146.0,19303
150.0,19453
162.0,19615
163.0,19778
170.0,19948
161.0,20109
150.0,20259
161.0,20420
182.0,20602
190.0,20792
199.0,20991
200.0,21191
161.0,21352
180.0,21532
205.0,21737
179.0,21916
189.0,22105
234.0,22339
265.0,22604
242.0,22846
500.0,23346
500.0,23846
500.0,24346
500.0,24846
500.0,25346
500.0,25846
500.0,26346
500.0,26846
500.0,27346
500.0,27846
500.0,28346
500.0,28846
500.0,29346
500.0,29846
500.0,30346
500.0,30846
500.0,31346
500.0,31846
500.0,32346
500.0,32846
500.0,33346
500.0,33846
500.0,34346
500.0,34846
500.0,35346
122.0,35468
500.0,35968
500.0,36468
500.0,36968
449.0,37417
500.0,37917
397.0,38314
500.0,38814
490.0,39304
239.0,39543
158.0,39701
147.0,39848
152.0,40000
