score,time_step
18.0,5377
27.0,5404
15.0,5419
103.0,5522
16.0,5538
33.0,5571
18.0,5589
54.0,5643
74.0,5717
11.0,5728
71.0,5799
16.0,5815
19.0,5834
41.0,5875
27.0,5902
85.0,5987
44.0,6031
14.0,6045
32.0,6077
29.0,6106
81.0,6187
24.0,6211
20.0,6231
33.0,6264
23.0,6287
39.0,6326
14.0,6340
10.0,6350
16.0,6366
24.0,6390
26.0,6416
10.0,6426
43.0,6469
19.0,6488
16.0,6504
58.0,6562
11.0,6573
29.0,6602
36.0,6638
23.0,6661
14.0,6675
68.0,6743
17.0,6760
13.0,6773
54.0,6827
22.0,6849
12.0,6861
81.0,6942
66.0,7008
14.0,7022
68.0,7090
89.0,7179
15.0,7194
95.0,7289
12.0,7301
44.0,7345
35.0,7380
25.0,7405
23.0,7428
18.0,7446
28.0,7474
56.0,7530
41.0,7571
21.0,7592
14.0,7606
38.0,7644
49.0,7693
24.0,7717
119.0,7836
53.0,7889
42.0,7931
50.0,7981
10.0,7991
15.0,8006
14.0,8020
14.0,8034
64.0,8098
64.0,8162
21.0,8183
123.0,8306
21.0,8327
40.0,8367
16.0,8383
26.0,8409
21.0,8430
13.0,8443
11.0,8454
55.0,8509
42.0,8551
50.0,8601
14.0,8615
51.0,8666
50.0,8716
48.0,8764
36.0,8800
97.0,8897
47.0,8944
13.0,8957
15.0,8972
16.0,8988
12.0,9000
46.0,9046
20.0,9066
48.0,9114
61.0,9175
17.0,9192
49.0,9241
22.0,9263
35.0,9298
17.0,9315
15.0,9330
22.0,9352
18.0,9370
40.0,9410
68.0,9478
28.0,9506
33.0,9539
36.0,9575
22.0,9597
71.0,9668
74.0,9742
19.0,9761
97.0,9858
36.0,9894
18.0,9912
28.0,9940
41.0,9981
81.0,10062
31.0,10093
13.0,10106
28.0,10134
14.0,10148
14.0,10162
23.0,10185
16.0,10201
14.0,10215
12.0,10227
22.0,10249
65.0,10314
23.0,10337
109.0,10446
16.0,10462
26.0,10488
13.0,10501
15.0,10516
12.0,10528
16.0,10544
22.0,10566
28.0,10594
10.0,10604
62.0,10666
23.0,10689
30.0,10719
15.0,10734
15.0,10749
17.0,10766
16.0,10782
31.0,10813
83.0,10896
38.0,10934
16.0,10950
93.0,11043
11.0,11054
23.0,11077
102.0,11179
48.0,11227
11.0,11238
13.0,11251
20.0,11271
39.0,11310
19.0,11329
109.0,11438
19.0,11457
100.0,11557
40.0,11597
102.0,11699
13.0,11712
59.0,11771
197.0,11968
27.0,11995
110.0,12105
15.0,12120
33.0,12153
20.0,12173
11.0,12184
17.0,12201
214.0,12415
14.0,12429
26.0,12455
63.0,12518
15.0,12533
33.0,12566
173.0,12739
14.0,12753
102.0,12855
22.0,12877
22.0,12899
37.0,12936
14.0,12950
18.0,12968
116.0,13084
35.0,13119
13.0,13132
66.0,13198
11.0,13209
125.0,13334
107.0,13441
15.0,13456
129.0,13585
104.0,13689
212.0,13901
13.0,13914
158.0,14072
34.0,14106
107.0,14213
150.0,14363
211.0,14574
251.0,14825
407.0,15232
219.0,15451
347.0,15798
25.0,15823
157.0,15980
154.0,16134
189.0,16323
188.0,16511
217.0,16728
161.0,16889
204.0,17093
248.0,17341
113.0,17454
500.0,17954
273.0,18227
193.0,18420
188.0,18608
183.0,18791
180.0,18971
152.0,19123
171.0,19294
118.0,19412
160.0,19572
141.0,19713
157.0,19870
285.0,20155
241.0,20396
187.0,20583
295.0,20878
255.0,21133
198.0,21331
378.0,21709
266.0,21975
290.0,22265
267.0,22532
265.0,22797
258.0,23055
245.0,23300
258.0,23558
312.0,23870
181.0,24051
178.0,24229
209.0,24438
198.0,24636
218.0,24854
196.0,25050
204.0,25254
182.0,25436
299.0,25735
500.0,26235
500.0,26735
500.0,27235
500.0,27735
500.0,28235
500.0,28735
500.0,29235
479.0,29714
500.0,30214
500.0,30714
500.0,31214
500.0,31714
369.0,32083
370.0,32453
333.0,32786
402.0,33188
368.0,33556
343.0,33899
425.0,34324
500.0,34824
324.0,35148
294.0,35442
251.0,35693
500.0,36193
500.0,36693
432.0,37125
403.0,37528
500.0,38028
380.0,38408
266.0,38674
316.0,38990
297.0,39287
335.0,39622
222.0,39844
156.0,40000
