score,time_step
18.0,7205
24.0,7229
16.0,7245
34.0,7279
101.0,7380
23.0,7403
119.0,7522
68.0,7590
13.0,7603
12.0,7615
33.0,7648
15.0,7663
40.0,7703
23.0,7726
88.0,7814
19.0,7833
12.0,7845
33.0,7878
21.0,7899
29.0,7928
71.0,7999
12.0,8011
15.0,8026
17.0,8043
14.0,8057
20.0,8077
26.0,8103
103.0,8206
33.0,8239
19.0,8258
34.0,8292
30.0,8322
46.0,8368
22.0,8390
21.0,8411
16.0,8427
16.0,8443
13.0,8456
15.0,8471
21.0,8492
23.0,8515
83.0,8598
95.0,8693
37.0,8730
36.0,8766
102.0,8868
16.0,8884
40.0,8924
42.0,8966
17.0,8983
38.0,9021
96.0,9117
56.0,9173
17.0,9190
101.0,9291
67.0,9358
16.0,9374
94.0,9468
44.0,9512
16.0,9528
12.0,9540
13.0,9553
16.0,9569
73.0,9642
15.0,9657
19.0,9676
18.0,9694
13.0,9707
15.0,9722
32.0,9754
17.0,9771
22.0,9793
17.0,9810
76.0,9886
13.0,9899
48.0,9947
49.0,9996
23.0,10019
121.0,10140
16.0,10156
31.0,10187
59.0,10246
118.0,10364
13.0,10377
21.0,10398
30.0,10428
13.0,10441
23.0,10464
57.0,10521
68.0,10589
12.0,10601
12.0,10613
16.0,10629
122.0,10751
36.0,10787
119.0,10906
47.0,10953
52.0,11005
105.0,11110
58.0,11168
18.0,11186
70.0,11256
80.0,11336
32.0,11368
50.0,11418
77.0,11495
113.0,11608
47.0,11655
12.0,11667
136.0,11803
58.0,11861
88.0,11949
50.0,11999
109.0,12108
59.0,12167
138.0,12305
115.0,12420
38.0,12458
35.0,12493
204.0,12697
181.0,12878
241.0,13119
358.0,13477
44.0,13521
257.0,13778
12.0,13790
21.0,13811
77.0,13888
184.0,14072
135.0,14207
57.0,14264
154.0,14418
141.0,14559
142.0,14701
141.0,14842
118.0,14960
142.0,15102
45.0,15147
181.0,15328
180.0,15508
183.0,15691
181.0,15872
165.0,16037
157.0,16194
221.0,16415
182.0,16597
189.0,16786
207.0,16993
200.0,17193
179.0,17372
291.0,17663
352.0,18015
243.0,18258
500.0,18758
500.0,19258
500.0,19758
270.0,20028
500.0,20528
240.0,20768
164.0,20932
264.0,21196
250.0,21446
500.0,21946
206.0,22152
500.0,22652
212.0,22864
500.0,23364
500.0,23864
500.0,24364
500.0,24864
500.0,25364
500.0,25864
500.0,26364
500.0,26864
500.0,27364
500.0,27864
500.0,28364
500.0,28864
303.0,29167
500.0,29667
500.0,30167
500.0,30667
500.0,31167
500.0,31667
355.0,32022
500.0,32522
500.0,33022
240.0,33262
500.0,33762
500.0,34262
500.0,34762
500.0,35262
500.0,35762
500.0,36262
500.0,36762
500.0,37262
500.0,37762
500.0,38262
500.0,38762
500.0,39262
356.0,39618
382.0,40000
