score,time_step
34.0,7271
28.0,7299
80.0,7379
12.0,7391
20.0,7411
38.0,7449
13.0,7462
29.0,7491
16.0,7507
87.0,7594
44.0,7638
15.0,7653
20.0,7673
14.0,7687
38.0,7725
31.0,7756
30.0,7786
47.0,7833
25.0,7858
22.0,7880
55.0,7935
132.0,8067
16.0,8083
39.0,8122
13.0,8135
26.0,8161
103.0,8264
48.0,8312
46.0,8358
144.0,8502
29.0,8531
133.0,8664
135.0,8799
12.0,8811
16.0,8827
13.0,8840
27.0,8867
15.0,8882
12.0,8894
45.0,8939
86.0,9025
13.0,9038
18.0,9056
11.0,9067
14.0,9081
21.0,9102
33.0,9135
16.0,9151
35.0,9186
192.0,9378
11.0,9389
12.0,9401
155.0,9556
17.0,9573
19.0,9592
18.0,9610
23.0,9633
14.0,9647
39.0,9686
84.0,9770
45.0,9815
14.0,9829
26.0,9855
33.0,9888
45.0,9933
9.0,9942
280.0,10222
101.0,10323
102.0,10425
39.0,10464
158.0,10622
12.0,10634
19.0,10653
95.0,10748
22.0,10770
13.0,10783
40.0,10823
122.0,10945
179.0,11124
88.0,11212
79.0,11291
37.0,11328
81.0,11409
102.0,11511
115.0,11626
153.0,11779
22.0,11801
16.0,11817
129.0,11946
155.0,12101
36.0,12137
118.0,12255
13.0,12268
20.0,12288
70.0,12358
11.0,12369
13.0,12382
132.0,12514
121.0,12635
33.0,12668
128.0,12796
27.0,12823
122.0,12945
123.0,13068
16.0,13084
75.0,13159
55.0,13214
111.0,13325
117.0,13442
111.0,13553
120.0,13673
20.0,13693
118.0,13811
128.0,13939
128.0,14067
148.0,14215
135.0,14350
135.0,14485
21.0,14506
126.0,14632
18.0,14650
131.0,14781
12.0,14793
120.0,14913
131.0,15044
167.0,15211
148.0,15359
11.0,15370
14.0,15384
150.0,15534
124.0,15658
138.0,15796
149.0,15945
161.0,16106
140.0,16246
42.0,16288
185.0,16473
138.0,16611
126.0,16737
125.0,16862
135.0,16997
17.0,17014
120.0,17134
13.0,17147
148.0,17295
167.0,17462
179.0,17641
459.0,18100
500.0,18600
500.0,19100
500.0,19600
500.0,20100
500.0,20600
500.0,21100
500.0,21600
500.0,22100
500.0,22600
500.0,23100
500.0,23600
500.0,24100
500.0,24600
500.0,25100
500.0,25600
500.0,26100
500.0,26600
500.0,27100
500.0,27600
500.0,28100
276.0,28376
183.0,28559
177.0,28736
241.0,28977
500.0,29477
215.0,29692
186.0,29878
173.0,30051
500.0,30551
500.0,31051
500.0,31551
500.0,32051
500.0,32551
500.0,33051
500.0,33551
500.0,34051
500.0,34551
500.0,35051
500.0,35551
500.0,36051
500.0,36551
500.0,37051
500.0,37551
500.0,38051
500.0,38551
500.0,39051
500.0,39551
449.0,40000
