score,time_step
500.0,24874
500.0,25374
500.0,25874
500.0,26374
500.0,26874
500.0,27374
364.0,27738
366.0,28104
453.0,28557
500.0,29057
500.0,29557
412.0,29969
298.0,30267
339.0,30606
183.0,30789
173.0,30962
240.0,31202
500.0,31702
333.0,32035
500.0,32535
500.0,33035
500.0,33535
500.0,34035
260.0,34295
500.0,34795
500.0,35295
500.0,35795
500.0,36295
500.0,36795
13.0,36808
500.0,37308
494.0,37802
329.0,38131
228.0,38359
500.0,38859
195.0,39054
500.0,39554
197.0,39751
199.0,39950
50.0,40000
